DOI,gemini,openai,common,priority,passfail
10.1007/s10853-021-06673-9,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1177/0959683613518594,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1007/s00382-021-05802-z,XV XN,XC XN,XN,0,NA
10.1016/j.conbuildmat.2021.125276,XO,XV XN,Disagree,1,Failed
10.1021/es203731e,XN,XV XN,XN,0,NA
10.1007/978-1-4614-7342-8_12,XN XO,XC XV XN,XN,0,NA
10.1139/cjfr-2012-0372,XV XN,XV XN,XN XV,0,NA
10.1016/j.ecolmodel.2014.07.013,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1071/BT18199,XC XV XN,XC XN,XN XC,0,NA
10.1071/CP15289,XC XN,XC XV XN,XN XC,0,NA
10.1007/s10668-020-01064-7,RF,XN,RF,3,Unknown
10.1016/j.jmrt.2023.12.182,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.envint.2023.108184,XC XN,XC XN,XN XC,0,NA
10.1016/j.esr.2021.100637,RF RA,XC XV XN,RA RF,3,Failed
10.1016/j.energy.2016.10.114,XV XN,XV XN,XN XV,0,NA
10.1016/j.foreco.2010.11.021,XV XN,XV XN,XN XV,0,NA
10.3354/meps11232,XO,XC XN,Disagree,1,Unknown
10.1177/0309133317751843,XV XN,XV XN,XN XV,0,NA
10.1111/j.1438-8677.2008.00182.x,XC,XC XV XN,XC,0,NA
10.3390/ani9121036,XC XV XN,XC XN,XN XC,0,NA
10.5670/oceanog.2019.307,XC XV XN,Ambiguous,Ambiguous,2,Unknown
10.1371/journal.pone.0241560,XC XO,XC XV XN,XC,0,NA
10.3390/ijgi9040282,XC XV XN,XV XN,XN XV,0,NA
10.1016/j.catena.2019.104220,XC XN,XC XV XN,XN XC,0,NA
10.1007/s11540-013-9247-8,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1680/ensu.12.00028,XO,XC XV XN,Disagree,1,Unknown
10.5194/bg-11-3899-2014,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1007/s11356-018-2945-7,XC XV XN,XC XV XN XA,XN XC XV,0,NA
10.1186/s12864-021-07407-6,XC XN,XC XV XN,XN XC,0,NA
10.1016/j.rser.2015.04.169,XC XV XN,XC XN,XN XC,0,NA
10.1007/s11356-020-09734-9,RE RF,RE,RE RF,5,Failed
10.17059/2019-4-13,RE,RE,RE,10,Passed
10.5194/bg-12-373-2015,XV XN,XV XN,XN XV,0,NA
10.1002/pip.3791,XC XV XN,XC XN,XN XC,0,NA
10.3390/f10100860,XV XN,XC XV XN,XN XV,0,NA
10.4324/9781003395447-6,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1002/adma.202411404,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.foreco.2019.02.020,XN,XC XV XN,XN,0,NA
10.1016/j.aquaculture.2024.740872,XC XV XN,XC XN,XN XC,0,NA
10.1016/j.jlumin.2019.03.031,XC XN,XC XV XN,XN XC,0,NA
10.1111/jace.16761,XC XV XN,XC XV XN,XN XC XV,0,NA
10.5751/ES-09048-210447,RA,XC XV XN,RA,3,Unknown
10.1016/j.icheatmasstransfer.2024.108211,XC XN,XC XV XN,XN XC,0,NA
10.1007/s11869-022-01282-0,XC XN,XN,XN,0,NA
10.1088/1748-9326/10/2/025003,XV XN,XC XV XN,XN XV,0,NA
10.1016/j.jobe.2024.109471,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.jenvp.2020.101455,XO,XC XV XN,Disagree,1,Failed
10.1007/s43538-024-00305-x,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1371/journal.pone.0291838,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1080/07373937.2017.1365081,XC XV XN,XC XN,XN XC,0,NA
10.1371/journal.pone.0156586,XV XN,XC XV XN,XN XV,0,NA
10.1016/j.jenvman.2022.116053,XC XN,XV XN,XN,0,NA
10.3390/en15165884,XC XN,XN,XN,0,NA
10.1016/j.agwat.2024.108804,RA,XV XN,RA,8,Passed
10.1007/978-981-15-0156-2_12,XC XN,XC XV XN,XN XC,0,NA
10.1080/10916466.2011.651234,XC XV XN,XC XN,XN XC,0,NA
10.1016/j.scs.2017.04.010,XV XN,XV XN,XN XV,0,NA
10.1016/j.jclepro.2010.10.017,XN,XV XN,XN,0,NA
10.1071/WF19020,XC XN,XC XN,XN XC,0,NA
10.3390/atmos14101580,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1038/s41467-024-48676-5,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1063/1.5010936,XC,XC XV XN,XC,0,NA
10.1002/hyp.14352,XN,XC XV XN,XN,0,NA
10.3390/su11113047,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.erss.2022.102670,XO,XN,Disagree,1,Failed
10.3390/foods11070924,XC,XC XV XN,XC,0,NA
10.1016/j.agrformet.2018.04.015,XN,XC XV XN,XN,0,NA
10.1016/j.gloenvcha.2013.09.001,XO,XN XA XO,XO,0,NA
10.17994/IT.2015.13.4.43.10,XC XN,XC XN,XN XC,0,NA
10.1073/PNAS.1909909117,XC XN,XC XN,XN XC,0,NA
10.1371/journal.pone.0199752,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1201/9781003472629-2,XV,XC XN,Disagree,1,Failed
10.1080/18186874.2014.987962,XV XN,Ambiguous,Ambiguous,2,Failed
10.3724/SP.J.1041.2020.01057,XC XN,XC XV XN,XN XC,0,NA
10.1007/978-94-007-6064-6_21,XC,XC XV XN,XC,0,NA
10.1007/s11119-024-10160-x,XV XN XO,XC XN,XN,0,NA
10.1126/science.1178820,XC XV XN,XC XN,XN XC,0,NA
10.3390/polym12051091,XC XV XN,XC XV XN,XN XC XV,0,NA
10.3389/ffgc.2020.581363,XN XO,XC XV XN,XN,0,NA
10.1007/s10640-015-9948-3,XC XN,XC XN,XN XC,0,NA
10.24275/uam/izt/dcbi/hidro/2017v27n2/Cantoral,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1023/A:1012501409429,XO,XC XN,Disagree,1,Unknown
10.1111/j.1467-8489.2010.00489.x,RE RF,XC XV XN,RE RF,3,Failed
10.1029/2022JG007337,XC XV XN,XC XV XN,XN XC XV,0,NA
10.4996/fireecology.0701074,XO,XC XV XN,Disagree,1,Unknown
10.1108/JAAR-08-2022-0200,XO,XC XN,Disagree,1,Failed
10.1080/01431161.2013.779760,XV XN,XV XN,XN XV,0,NA
10.1007/978-94-007-7750-7_13,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1039/d2nr00397j,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.jclepro.2024.140876,XO,XN XO,XO,0,NA
10.1016/j.fcr.2023.109177,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1007/s40415-024-00993-1,XN,XV XN,XN,0,NA
10.1007/s10584-011-0052-6,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.jclepro.2019.118022,XC,XC,XC,0,NA
10.3354/MEPS13205,XV XN,XC XN,XN,0,NA
10.1016/j.atmosres.2023.106729,XC XV XN,XC XV XN,XN XC XV,0,NA
10.15378/1848-9540.2014.37.01,XO,XC XV XN,Disagree,1,Unknown
10.1080/15481603.2024.2395700,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.atmosres.2023.106873,XN,XC XV XN,XN,0,NA
10.1002/joc.4867,XV XN,XV XN,XN XV,0,NA
10.1007/s10584-021-03273-z,RA,XV XN,RA,8,Passed
10.1038/jes.2013.85,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.envsoft.2020.104772,XV XN XO,XC XV XN,XN XV,0,NA
10.1007/s00376-007-0336-y,XV XN,XN,XN,0,NA
10.20506/rst.33.2.2292,XC XV XN,XC XN,XN XC,0,NA
10.1002/joc.4884,XN XO,XC XN,XN,0,NA
10.3390/w4020367,XN,XV XN,XN,0,NA
10.6041/j.issn.1000-1298.2022.11.037,XC XN,XC XN,XN XC,0,NA
10.1080/21606544.2019.1623083,RA,XN,RA,3,Unknown
10.1111/gcb.12202,XV XN,XC XN,XN,0,NA
10.1007/978-3-030-94219-9_14,XN,XC XV XN,XN,0,NA
10.1016/j.jclepro.2024.141399,RA,XN,RA,3,Unknown
10.1080/1943815X.2022.2033791,XO,XV XN,Disagree,6,Passed
10.1073/pnas.1909902117,RF,XC XN,RF,3,Failed
10.1038/s41561-024-01390-9,XV XN,XN,XN,0,NA
10.1007/s11442-018-1508-7,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1088/1748-9326/ab702c,XO,XV XN,Disagree,6,Passed
10.5027/andgeoV40n2-a06,XC XN,XC XV XN,XN XC,0,NA
10.1007/s10811-012-9840-2,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1007/s11252-013-0338-8,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1504/IJGW.2023.133234,XO,XV XN,Disagree,1,Failed
10.1016/j.fishres.2020.105845,XV XN,XC XV XN,XN XV,0,NA
10.1201/EBK1439821169-c3,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1007/s10668-020-00809-8,XN,XN,XN,0,NA
10.1007/s11852-014-0314-3,XN XO,XC XV XN,XN,0,NA
10.1016/j.enggeo.2018.03.024,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.enpol.2021.112369,XO,XV XN,Disagree,1,Failed
10.17335/sakaifd.1079265,XC,XC XV XN,XC,0,NA
10.3390/f11020175,XC XV XN,XV XN,XN XV,0,NA
10.3390/mi11020127,XC XV XN,XN,XN,0,NA
10.1007/s00227-013-2175-y,XC XV XN,XC XN,XN XC,0,NA
10.1111/oik.07371,XC XN,XC XV XN,XN XC,0,NA
10.3390/systems12110452,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.apenergy.2024.124175,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1038/nclimate2774,RF,XV,RF,3,Failed
10.1016/j.esr.2013.06.002,RE,XC XN,RE,3,Failed
10.1029/2008JG000812,XC XV XN,XC XV XN,XN XC XV,0,NA
10.3390/f10040319,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.scitotenv.2021.151746,RF,XN,RF,8,Passed
10.1007/978-3-030-29377-2_1,XC,XC XV XN XA,XC,0,NA
10.1080/08912963.2018.1563894,XC XV XN XO,XC XV XN,XN XC XV,0,NA
10.1201/9781003406501-20,XO,XC XN,Disagree,1,Failed
10.3390/su9050761,XN,XV XN,XN,0,NA
10.1371/journal.pone.0288685,XC XN,XC XN XA,XN XC,0,NA
10.1016/j.landurbplan.2013.03.009,XC XN,XC XV XN,XN XC,0,NA
10.1007/s00285-018-1229-7,XV XN,XV XN XA,XN XV,0,NA
10.1017/S0014479715000095,XV XN,XN XO,XN,0,NA
10.3390/f11010005,XV XN,XV XN,XN XV,0,NA
10.3390/agriculture12122151,XV XN,XC XV XN,XN XV,0,NA
10.12357/cjea.20240060,XN,XV XN,XN,0,NA
10.1016/j.agrformet.2017.04.001,XV XN,XC XV XN,XN XV,0,NA
10.1109/ECTC.2017.51,XC XN,XC XV XN,XN XC,0,NA
10.1016/j.scitotenv.2021.146725,XC XV XN,XC XV XN XA XO,XN XC XV,0,NA
10.1088/1361-6528/ab674d,XC,XC XV XN,XC,0,NA
10.1088/1748-9326/ac188d,XV XN XO,XV XN,XN XV,0,NA
10.1016/j.enpol.2011.01.043,XO,XC XN,Disagree,1,Failed
10.3390/en14206560,XN,XV XN,XN,0,NA
10.1002/celc.202101482,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1111/j.1365-2664.2005.01082.x,XN XO,XV XN,XN,0,NA
10.21273/HORTTECH04963-21,XN XO,XC XN,XN,0,NA
10.3389/fenvs.2022.958203,XC XN,XO,Disagree,1,Failed
10.1016/j.jhydrol.2011.10.025,Ambiguous,Ambiguous,Ambiguous,3,Unknown
10.1007/s10584-018-2194-2,XN,XN,XN,0,NA
10.1007/s11104-021-05179-2,XC XV XN,XV XN,XN XV,0,NA
10.1111/j.1757-1707.2011.01113.x,XN XO,XC XN,XN,0,NA
10.3390/w8090364,XV XN,XV XN,XN XV,0,NA
10.1016/B978-0-443-15654-0.00006-2,XO,XC XV XN,Disagree,1,Unknown
10.1016/j.ecoinf.2024.102903,Ambiguous,XV XN,Ambiguous,7,Passed
10.1016/j.ecolecon.2021.107073,XC XN,XC XN,XN XC,0,NA
10.1016/j.quascirev.2010.01.003,XV XN,XV XN,XN XV,0,NA
10.1088/1748-9326/ac7eda,XV XN,XV XN,XN XV,0,NA
10.1007/s10584-013-0911-4,RE,XN,RE,3,Unknown
10.1029/2018GL078208,XV XN,XV XN,XN XV,0,NA
10.1002/wer.10962,Ambiguous,XC XN,Ambiguous,2,Failed
10.3390/su16209089,RE,XC XN,RE,3,Failed
10.1016/j.eneco.2024.107758,RE,XN,RE,8,Passed
10.1016/j.coldregions.2015.10.016,XC XV XN,XC XN,XN XC,0,NA
10.1111/1365-2664.12805,XV XN,XC XV XN,XN XV,0,NA
10.1111/1365-2745.12876,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1007/s13131-014-0399-4,XC XV XN,XC XV XN,XN XC XV,0,NA
10.3390/su15086429,RE,RE,RE,5,Failed
10.1090/conm/736/14846,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1007/s11434-011-4628-3,XV XN,XV XN,XN XV,0,NA
10.3390/w16152185,XV XN,XC XN,XN,0,NA
10.1007/s13131-015-0584-0,XC XN,XC XV XN,XN XC,0,NA
10.1016/j.revpalbo.2023.104871,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.ecolind.2010.12.018,XO,XC XV XN,Disagree,1,Failed
10.1016/S2095-6339(15)30003-4,XV XN,XC XV XN,XN XV,0,NA
10.1016/j.pocean.2014.08.003,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/B978-0-323-90568-8.00030-4,XO,XV XN,Disagree,6,Passed
10.1002/jsfa.10225,XV XN,XC XN,XN,0,NA
10.1186/s40663-017-0106-y,XV XN,XC XN,XN,0,NA
10.1111/gcb.12228,XN XO,XC XV XN,XN,0,NA
10.1016/j.envsci.2019.02.004,XC XV XN,XV XN,XN XV,0,NA
10.52825/agripv.v2i.987,XC XV XN,XC XN,XN XC,0,NA
10.1111/gcb.17522,XC XV XN,XC XV XN,XN XC XV,0,NA
10.3389/fevo.2022.791739,XN,XC XV XN,XN,0,NA
10.1016/j.jmarsys.2008.05.015,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.biombioe.2017.05.011,XN,XC XN,XN,0,NA
10.1016/j.agrformet.2019.107772,XV XN,XC XV XN,XN XV,0,NA
10.3390/f15010007,XV XN,XV XN,XN XV,0,NA
10.1002/lno.10154,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.agsy.2024.104218,XO,XV XN,Disagree,1,Failed
10.1016/j.still.2021.105077,XC XV XN,XC XV XN,XN XC XV,0,NA
10.3390/cli8040050,XV XN,XV XN,XN XV,0,NA
10.1080/24750263.2020.1766125,XC XN,XC XV XN,XN XC,0,NA
10.1111/j.1365-2486.2008.01826.x,XO,XC XV XN,Disagree,1,Failed
10.1371/journal.pone.0120962,XC XV XN,XC XV XN,XN XC XV,0,NA
10.3389/fpls.2023.1113567,XV XN,XC XV XN,XN XV,0,NA
10.1016/j.gca.2014.05.042,XC XN,XC XV XN,XN XC,0,NA
10.3389/fpls.2019.00701,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1007/s11027-017-9771-y,XC XV XN,XC XV XN,XN XC XV,0,NA
10.32479/ijeep.14571,XC XV,XN,Disagree,1,Failed
10.2118/217047-MS,XN,XV XN,XN,0,NA
10.1016/j.jclepro.2020.122428,XC XV XN,XC XN,XN XC,0,NA
10.1016/j.tfp.2023.100491,XV XN,XC XN,XN,0,NA
10.1007/978-3-030-95947-0_19,XO,XC XV XN,Disagree,1,Unknown
10.1016/j.csr.2010.04.005,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1109/ICAECT54875.2022.9808078,XV XN,XC XV XN,XN XV,0,NA
10.1016/j.enpol.2005.08.024,XO,XV XN,Disagree,1,Failed
10.5846/stxb201111171746,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1088/1748-9326/2/2/024002,XA XO,XV XN,Disagree,6,Passed
10.1016/j.scitotenv.2023.164502,XV XN,XC XV XN,XN XV,0,NA
10.1007/s00382-004-0489-7,XO,XV XN,Disagree,6,Passed
10.1016/j.jenvman.2021.113617,RE,XC XV XN,RE,3,Failed
10.1111/1752-1688.12720,XV XN,XV XN,XN XV,0,NA
10.3389/fmicb.2018.01228,XO,XC XV XN,Disagree,6,Passed
10.1016/j.ppees.2020.125530,XN,XV XN,XN,0,NA
10.1021/acs.est.1c04662,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.apr.2022.101509,RE RA,XN,RE RA,8,Passed
10.3389/fmars.2021.790241,XV XN,XV XN,XN XV,0,NA
10.3390/land13060736,XN,XC XV XN,XN,0,NA
10.1016/j.ecolind.2023.110191,XV XN,XV XN,XN XV,0,NA
10.1007/s00267-014-0362-3,XN,XV XN,XN,0,NA
10.1111/1365-2745.13367,XC XN,XC XV XN,XN XC,0,NA
10.1002/9781119867371.ch22,XC XN,XC XV XN,XN XC,0,NA
10.1212/WNL.0000000000003741,XC XN,XC XV XN,XN XC,0,NA
10.26565/2410-7360-2023-58-18,XN,XC XV XN,XN,0,NA
10.1016/j.tsf.2010.10.036,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/0273-1177(94)90284-4,XC XN,XC XV XN,XN XC,0,NA
10.1175/EI-D-17-0025.1,XV XN,XV XN,XN XV,0,NA
10.60016/majcafe.v33.17,RE,XN,RE,8,Passed
10.1038/s42949-020-00007-5,XC,XV XN,Disagree,1,Failed
10.1088/1361-6463/abfce5,XC XV XN,XC XN XA,XN XC,0,NA
10.1007/s11356-020-09305-y,XC,XC XV XN,XC,0,NA
10.3390/f10030264,XV XN,XV XN,XN XV,0,NA
10.1371/journal.pone.0250825,XC XV XN,XV XN,XN XV,0,NA
10.1093/aobpla/plx050,XC XN,XC XV XN,XN XC,0,NA
10.1111/1365-2745.13648,XV XN,XV XN,XN XV,0,NA
10.3390/land13121983,XV XN,XC XV XN,XN XV,0,NA
10.1016/j.ecolind.2023.110716,XC XV XN,XC XN,XN XC,0,NA
10.1016/j.jenvman.2023.120013,XC XN,XC XN,XN XC,0,NA
10.1016/j.apor.2020.102219,XC XV XN,XC XV XN,XN XC XV,0,NA
10.3389/fevo.2023.1118175,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1002/ecs2.1435,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1007/s11027-006-9031-z,XO,XC XN,Disagree,1,Failed
10.1016/j.eneco.2023.107161,XC XN,XC XV XN,XN XC,0,NA
10.1002/ece3.8420,XN,XC XN,XN,0,NA
10.3390/f15122206,XC XN,XC XN,XN XC,0,NA
10.3390/agriculture11030232,XV XN,XN,XN,0,NA
10.1016/j.marenvres.2020.104959,XC XN,XC XV XN,XN XC,0,NA
10.1016/j.jclepro.2019.117941,XO,XV XN,Disagree,1,Failed
10.1007/978-3-031-24294-6_30,XN,XC XN,XN,0,NA
10.1016/j.rser.2024.114991,XN XO,XC XN,XN,0,NA
10.1029/2019EF001226,XN,XN,XN,0,NA
10.3390/land13020260,XN XO,XC XV XN,XN,0,NA
10.3389/fpls.2019.01717,XC XV XN,XV XN,XN XV,0,NA
10.1002/eap.2323,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1111/j.1574-6941.2010.00955.x,XC XV XN,XC XV XN,XN XC XV,0,NA
10.3390/rs15092441,XV XN,XC XV XN,XN XV,0,NA
10.1016/j.ecolind.2024.112062,XN XO,XN,XN,0,NA
10.3354/meps12849,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1007/s00442-024-05645-5,XN,XV XN,XN,0,NA
10.1016/j.enpol.2019.02.038,RE,XC XN,RE,3,Failed
10.1051/ctv/20173202142,XC XV XN,XC XN,XN XC,0,NA
10.1890/07-0994.1,XC XV XN,XC XN,XN XC,0,NA
10.1002/pip.2154,XC XV XN,XC XV XN,XN XC XV,0,NA
10.5194/acp-19-379-2019,XC,XC XV XN,XC,0,NA
10.1016/j.nexus.2022.100067,RE RF,XV XN,RE RF,3,Failed
10.1016/j.ympev.2017.04.006,XC XN,XC XV XN,XN XC,0,NA
10.1134/S1019331619060121,RF RA,RA,RA RF,10,Passed
10.3923/pjbs.2013.1675.1686,XC XN,XC XV XN,XN XC,0,NA
10.1016/j.biortech.2021.125325,XC XV XN,XC XN,XN XC,0,NA
10.1007/s10533-018-0443-0,XV XN,XC XV XN,XN XV,0,NA
10.1136/jech-2017-208987,XC XV XN,XC XN,XN XC,0,NA
10.1007/s00704-019-02845-5,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.apenergy.2016.12.162,XO,XC XV XN,Disagree,1,Failed
10.1139/cjfas-2023-0034,XV XN,XC XV XN,XN XV,0,NA
10.1016/j.energy.2013.08.061,XO,XV XN,Disagree,1,Failed
10.3389/fpls.2023.1285588,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.techfore.2024.123344,RE,XC XN,RE,3,Failed
10.3390/agronomy11010085,XV XN,XC XV XN,XN XV,0,NA
10.1016/j.ajcnut.2023.09.021,XV XN,XV XN,XN XV,0,NA
10.30525/2256-0742/2024-10-2-85-95,XN XO,XC,Disagree,1,Failed
10.1016/j.scitotenv.2016.09.054,XC,XC XV XN,XC,0,NA
10.1016/j.sjbs.2022.103497,XV XN,XC XN,XN,0,NA
10.17323/1996-7845-2023-04-03,RF RA,XN XA,RA RF,3,Unknown
10.1371/journal.pgen.1009313,XC XV XN,XC XV XN,XN XC XV,0,NA
10.31857/S2587-556620191118-127,XC XV XN XA,XC XV XN,XN XC XV,0,NA
10.30784/epfad.1207540,XC XN,XN,XN,0,NA
10.1021/acs.est.2c06419,XV XN,XC XV XN,XN XV,0,NA
10.1007/s00038-011-0236-x,XC,XC XV XN,XC,0,NA
10.1890/ES15-00281.1,XV XN,XV XN,XN XV,0,NA
10.1111/gcbb.12397,XO,XC XV XN,Disagree,1,Failed
10.1371/journal.pone.0311816,XV XN,XV XN,XN XV,0,NA
10.22572/mi.23.2.1,XC XO,XC XV XN,XC,0,NA
10.1093/jmammal/gyw010,XC XN,XC XN,XN XC,0,NA
10.1177/0486613410395896,XO,XV XN,Disagree,1,Failed
10.2134/advagricsystmodel8.2017.0014,XN,XV XN,XN,0,NA
10.11693/hyhz20210900208,XV XN,XN,XN,0,NA
10.26650/ISTJECON2020-825490,XC XN XO,XC XV XN,XN XC,0,NA
10.14455/ISEC.2022.9(2).AAE-09,XC XN,XC XN,XN XC,0,NA
10.1142/S2010007823500148,XV XN,XV XN,XN XV,0,NA
10.3390/hydrology11100166,XV XN,XN,XN,0,NA
10.1016/j.palaeo.2023.111655,XC XV XN,XC XV XN,XN XC XV,0,NA
10.15244/pjoes/30265,XC XN,XN,XN,0,NA
10.5593/sgem2017H/63/S27.126,XC XN,XC XN,XN XC,0,NA
10.1038/s41467-017-00923-8,XO,XC XV XN,Disagree,1,Failed
10.3130/jaabe.14.279,XC XV XN,XC XN,XN XC,0,NA
10.1016/j.energy.2023.128726,XC XN,XV XN,XN,0,NA
10.1002/2015JA022021,XC,XC XV XN,XC,0,NA
10.1080/11263504.2020.1747564,XC,XC XN,XC,0,NA
10.1016/j.enconman.2020.113424,XV XN,XV XN,XN XV,0,NA
10.15243/jdmlm.2024.114.6379,XN,XV XN,XN,0,NA
10.3390/su16135503,RE RF,RE,RE RF,5,Failed
10.1109/ICOIN48656.2020.9016482,XC XN,XC XN,XN XC,0,NA
10.7225/toms.v13.n01.w01,XC XN,XC XN,XN XC,0,NA
10.1117/1.JRS.15.024502,XC XO,XC XV XN,XC,0,NA
10.1029/2021AV000487,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.foar.2012.09.002,XC XV XN,XC XN,XN XC,0,NA
10.3354/meps13839,XC XN,XC XN,XN XC,0,NA
10.3390/agronomy9100579,XC XV XN,XC XN,XN XC,0,NA
10.1029/2020GL088002,XO,XV XN,Disagree,6,Passed
10.1029/2020GL091422,XV XN,XC XV XN,XN XV,0,NA
10.1111/0272-4332.206072,XO,XC XN,Disagree,1,Failed
10.1111/j.1095-8649.2011.03157.x,XC XV XN,XC XV XN,XN XC XV,0,NA
10.25145/j.pasos.2024.22.002,XN XO,XC XN,XN,0,NA
10.1007/s12210-024-01236-x,XV XN,XV XN,XN XV,0,NA
10.1016/j.provac.2009.07.010,XC,XC XV XN,XC,0,NA
10.1177/0959683613496289,XC,XC XV XN,XC,0,NA
10.1016/j.eswa.2023.119505,XC XN,XC XN,XN XC,0,NA
10.1016/j.energy.2018.07.080,XV XN,XV XN,XN XV,0,NA
10.1016/j.jclepro.2021.126323,XV XN,XN,XN,0,NA
10.1002/ecs2.1274,XV XN,XV XN,XN XV,0,NA
10.1016/j.jenvman.2022.115782,XV XN,XN,XN,0,NA
10.1111/jvs.13202,XC XN,XC XV XN,XN XC,0,NA
10.1002/9781118995433.ch26,XC XV XN,XC XN,XN XC,0,NA
10.1007/s00468-013-0874-0,XV XN,XC XV XN,XN XV,0,NA
10.1080/04353676.2017.1297678,XC XV XN,XC XN,XN XC,0,NA
10.3390/en16227654,XV XN,XN,XN,0,NA
10.1614/WS-06-190,XV XN,XC XV XN,XN XV,0,NA
10.3389/fenvs.2023.1070625,XV XN,XV XN,XN XV,0,NA
10.1007/s11356-023-31078-3,XC XN,XN,XN,0,NA
10.1007/s11269-011-9964-1,XV XN,XV XN,XN XV,0,NA
10.1029/2004JD005179,XV XN,XN,XN,0,NA
10.1046/j.1365-2486.2003.00574.x,XN,XC XV XN,XN,0,NA
10.1007/s42243-022-00854-9,XC XV XN,XC XV XN,XN XC XV,0,NA
10.3390/plants9010048,XV XN,XV XN,XN XV,0,NA
10.1007/s13595-015-0470-0,XC XN,XC XV XN,XN XC,0,NA
10.3390/su162411268,XN XO,XV XN,XN,0,NA
10.1007/978-981-15-0291-0_170,XN XO,XV XN,XN,0,NA
10.1007/978-3-030-00728-7_18,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1007/s10584-011-0302-7,Ambiguous,XN,Ambiguous,7,Passed
10.1016/j.gloenvcha.2017.11.008,Ambiguous,XC XN,Ambiguous,2,Failed
10.1111/gcb.14050,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1088/1755-1315/227/2/022032,XC XV XN,XC XV XN,XN XC XV,0,NA
10.3390/land8110164,Ambiguous,Ambiguous,Ambiguous,3,Unknown
10.1111/gcb.16601,XN,XN,XN,0,NA
10.31128/AJGP-03-23-6778,XO,XC XV XN,Disagree,6,Passed
10.1007/978-3-031-37776-1,XC,XC XN,XC,0,NA
10.1016/j.envsci.2021.11.019,RA,XC XV XN,RA,3,Failed
10.1016/j.gloenvcha.2019.101988,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.engstruct.2024.119122,XC XN,XC XN,XN XC,0,NA
10.1038/s41598-024-62587-x,XC,XC XV XN,XC,0,NA
10.1007/s11434-013-5785-3,XV XN,XC XV XN,XN XV,0,NA
10.3390/cryst12101389,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1007/s10584-024-03732-3,RA,XN,RA,8,Passed
10.1115/ICONE20-POWER2012-54940,XV XN,XC XN,XN,0,NA
10.5194/gmd-14-5695-2021,XO,XC XV XN,Disagree,1,Failed
10.18848/1835-7156/CGP/V13I01/27-37,XV XN,XV XN,XN XV,0,NA
10.3788/CJL231278,XC XN,XC XV XN,XN XC,0,NA
10.1016/j.apenergy.2015.05.082,XC,XC XN,XC,0,NA
10.1071/FP03176,XC,XC XV XN,XC,0,NA
