DOI,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes,ExtractCount,Impacted Sector,Solution,Quantification,Expression,Type of Value,Sample
10.1007/978-3-030-05252-2_7,,The Netherlands,KNMI climate,,,Me/annually,0.015,,,,,0.02,Table 4.1,Total costs for the next 100 years,2.0,Water,Small-scale dredging,AdaptationCost,AdaptationCost,Monetary,Need
10.1007/978-3-030-05252-2_7,,The Netherlands,KNMI climate,,,Me/annually,0.18,,,,,0.22,Table 4.1,Total costs for the next 100 years,2.0,Water,Large-scale dredging,AdaptationCost,AdaptationCost,Monetary,Need
10.1007/978-3-030-05252-2_7,,,Monte Carlo Simulation,,,million $,84.56,,,,,,,Table 11.1,2.0,Energy,Plant Design,Net Present Value,DiscountedSum(),Monetary,
10.1007/978-3-030-05252-2_7,,,Monte Carlo Simulation,,,million $,61.18,,,,,,,Table 11.1,2.0,Energy,Plant Design,Expected Net Present Value,DiscountedSum(),Monetary,
10.1007/978-3-030-05252-2_7,,The Netherlands,High sea level scenario,,,million Euros,216.0,,,,,,,Page 254,2.0,Water Management,Fixed Design,Lifecycle Costs,AdaptationCost,Economic,Need
10.1007/978-3-030-05252-2_7,,The Netherlands,High sea level scenario,,,million Euros,210.0,,,203.0,,290.0,Page 254,"Average lifecycle cost for Reactive Adaptive design, with a worst case scenario",2.0,Water Management,Reactive Adaptive,Lifecycle Costs,AdaptationCost,Economic,Need
10.1007/978-3-030-05252-2_7,,The Netherlands,High sea level scenario,,,million Euros,216.0,,,,,,,Page 254,2.0,Water Management,Proactive Flexible,Lifecycle Costs,AdaptationCost,Economic,Need
10.1007/978-3-030-05252-2_7,,,,,,million USD,60.0,,,,,,,Page 241,2.0,Infrastructure,Flexible Modular Design,Value of Flexibility,MonetaryBenefits,Economic,Lead
10.1134/S1075700722040074,,Russia,Sustainable Development,,,ratio,4.0,,,,,,Page 1,"Benefits of adaptation are, on average, four times greater than the costs.",3.0,All,Adaptation,Cost-Benefit Ratio,MonetaryBenefits / AdaptationCost,Economic,Need
10.1134/S1075700722040074,,World,,,,ratio,4.0,,,,,,p.6,"Based on the Global Commission on Adaptation 2019 report, with ratios exceeding 4:1.",3.0,All,Adaptation,Cost-Benefit Ratio,MonetaryBenefits / AdaptationCost,Economic,Need
10.1134/S1075700722040074,,World,Sustainable Development,,,ratio,10.0,,,,,,Page 6,Investment in early warning systems,3.0,All,Early Warning Systems,Benefit-Cost Ratio,MonetaryBenefits / AdaptationCost,Economic,Lead
10.1134/S1075700722040074,,World,Sustainable Development,,,ratio,6.0,,,,,,Page 6,Investment in coastal vegetation protection (mangroves),3.0,Coastal,Coastal Vegetation,Benefit-Cost Ratio,MonetaryBenefits / AdaptationCost,Economic,Lead
10.1134/S1075700722040074,,World,Sustainable Development,,,ratio,5.0,,,,,,Page 6,Investment in climate resilient infrastructure,3.0,Infrastructure,Resilient Infrastructure,Benefit-Cost Ratio,MonetaryBenefits / AdaptationCost,Economic,Lead
10.1134/S1075700722040074,,World,Sustainable Development,,,ratio,5.0,,,,,,Page 6,Investment in drought-resistant crops,3.0,Agriculture,Drought-Resistant Crops,Benefit-Cost Ratio,MonetaryBenefits / AdaptationCost,Economic,Lead
10.1134/S1075700722040074,,Developing Countries,Accelerating Climate Change,,,ratio,2.0,,,,,,p. 6,Delayed investment decision by 10 years doubles adaptation costs on average for developing countries.,3.0,All,Adaptation,Increase in Adaptation Cost,AdaptationCost(delayed)/AdaptationCost(timely),Monetary,Need
10.1134/S1075700722040074,,Russian Federation,,,,USD billions per year,39.1,,,,,64.7,Page 1,"Estimated damage to business and households from failures or disruptions in infrastructure, accounting for the share of dangerous hydrometeorological events.",3.0,All,Adaptation,Monetary Damage Estimation,BaselineImpact,Economic,Need
10.1134/S1075700722040074,,Russian Arctic,Permafrost 2020-2050,,,RUB per year,50000000000.0,,,,,,Page 5,Additional adaptation costs for infrastructure in the Russian Arctic.,3.0,Infrastructure,Adaptation,Adaptation Costs,AdaptationCost,Fiscal,Need
10.1134/S1075700722040074,,Russian Federation,Sust. dev. strat.,,,trln. rub.,6.0,,,,,,page 5,Avoided damage due to permafrost degradation in Arctic zone municipalities between 2020-2050. Equivalent to 200 billion RUB/year on average.,3.0,Municipalities,Permafrost Adaptation,Avoided Costs,AvoidedImpact,Economic,Need
10.1175/JCLI-D-14-00793.1,,World Bank,GCM/2050/RCP/A,,,billion USD / yr,15.0,,,,,,Highlights/p. 16/Synopsis,Median global net cost. Discounted at 5%. / Median value at 5% discount rate. / Global median adaptation cost; value from synopsis section not from detailed page read.,3.0,Ag/Water Res,Storage/Desalin,Global Net Costs,AdaptationCost,Economic,Need
10.1175/JCLI-D-14-00793.1,,World Bank,RCP4.5,,,billion USD / yr,0.0,,25%,3.0,75%,35.0,p. 16,Interquartile range for CMIP3 ensemble.,3.0,Water Res,Storage/Desalin,Global Net Costs,AdaptationCost,Economic,Need
10.1175/JCLI-D-14-00793.1,,World Bank,A2,,,billion USD / yr,0.0,,25%,3.0,75%,35.0,p. 16,Interquartile range for CMIP3 ensemble.,3.0,Water Res,Storage/Desalin,Global Net Costs,AdaptationCost,Economic,Need
10.1175/JCLI-D-14-00793.1,,World Bank,A1B,,,billion USD / yr,0.0,,25%,-10.0,75%,60.0,p. 16,Interquartile range for NCAR A1B intra-GCM ensemble. Negative costs interpreted as benefits.,3.0,Water Res,Storage/Desalin,Global Net Costs,AdaptationCost,Economic,Need
10.1175/JCLI-D-14-00793.1,,World Bank,RCP4.5,,,billion USD / yr,0.0,,25%,-10.0,75%,60.0,p. 16,Interquartile range for CSIRO RCP4.5 intra-GCM ensemble. Negative costs interpreted as benefits.,3.0,Water Res,Storage/Desalin,Global Net Costs,AdaptationCost,Economic,Need
10.1175/JCLI-D-14-00793.1,,SSA,2050,,,billion 2010 USD / year,0.0,,,,,,Page 20/Fig 13,"Costs occurring/Net costs shown - value is positive indication only. Note that reviewer 1 provides 0 as the value; reviewer 2 provides 1 as the value; resolving with 0 for greater caution since both note this value as costs, not benefits",3.0,Ag/Water Res,Water Storage/Storage,Net/Adapt Costs,AdaptationCost,Economic,Need
10.1175/JCLI-D-14-00793.1,,LAC,2050,,,billion 2010 USD / year,0.0,,,,,,Page 20/Fig 13,"Costs occurring/Net costs shown - value is positive indication only. Note that reviewer 1 provides 0 as the value; reviewer 2 provides 1 as the value; resolving with 0 for greater caution since both note this value as costs, not benefits",3.0,Ag/Water Res,Water Storage/Storage,Net/Adapt Costs,AdaptationCost,Economic,Need
10.1175/JCLI-D-14-00793.1,,MENA,2050,,,billion 2010 USD / year,0.0,,,,,,Page 20/Fig 13,"Costs occurring/Net costs shown - value is positive indication only. Note that reviewer 1 provides 0 as the value; reviewer 2 provides 1 as the value; resolving with 0 for greater caution since both note this value as costs, not benefits",3.0,Ag/Water Res,Water Storage/Storage,Net/Adapt Costs,AdaptationCost,Economic,Need
10.1175/JCLI-D-14-00793.1,,S Asia,2050,,,billion 2010 USD / year,0.0,,,,,,Page 20/Fig 13,"Benefits occurring/Net benefits shown - value is positive indication only. Note that reviewer 1 provides 0 as the value; reviewer 2 provides 1 as the value; resolving with 0 for greater caution since both note this value as benefits, not costs",3.0,Ag/Water Res,Water Storage/Storage,Net/Adapt Benefit,MonetaryBenefit,Economic,Need
10.2307/2845973,,The conterminous US,Climate + CO2,,,%,0.9,,,,,,Page 468 and Page 20,Increase in total US softwood sawtimber harvest in 2050 relative to a baseline without climate change.,2.0,Forestry,Any,Timber harvest,MonetaryBenefits,Economic,Need
10.2307/2845973,,The conterminous US,Climate-only,,,%,0.3,,,,,,Page 468 and Page 20,Increase in total US softwood sawtimber harvest in 2050 relative to a baseline without climate change.,2.0,Forestry,Any,Timber harvest,MonetaryBenefits,Economic,Need
10.2307/2845973,,Pacific Northwest West,Climate + CO2,,,%,-18.0,,,,,,Page 468 and Page 20,Decline in 2050 softwood sawtimber prices relative to a baseline without climate change.,2.0,Forestry,Any,Softwood sawtimber prices,AvoidedImpact,Economic,Need
10.2307/2845973,,South,Climate + CO2,,,%,-11.0,,,,,,Page 468 and Page 20,Decline in 2050 softwood sawtimber prices relative to a baseline without climate change.,2.0,Forestry,Any,Softwood sawtimber prices,AvoidedImpact,Economic,Need
10.2307/2845973,,Pacific Northwest West,Climate-only,,,%,-6.0,,,,,,Page 468 and Page 20,Decline in 2050 softwood sawtimber prices relative to a baseline without climate change.,2.0,Forestry,Any,Softwood sawtimber prices,AvoidedImpact,Economic,Need
10.2307/2845973,,South,Climate-only,,,%,-1.0,,,,,,Page 468 and Page 20,Decline in 2050 softwood sawtimber prices relative to a baseline without climate change.,2.0,Forestry,Any,Softwood sawtimber prices,AvoidedImpact,Economic,Need
10.2307/2845973,,USA,Climate + CO2,,,%,1.1,,,,,,Page 468 and Page 20,Rise in annual softwood lumber production in the USA by 2050 relative to a baseline without climate change.,2.0,Forestry,Any,Softwood lumber production,MonetaryBenefits,Economic,Need
10.2307/2845973,,USA,Climate + CO2,,,%,-1.1,,,,,,Page 468 and Page 20,Fall in softwood lumber imports in the USA by 2050 relative to a baseline without climate change.,2.0,Forestry,Any,Softwood lumber imports,AdaptationCost,Economic,Need
10.2307/2845973,,"USA, CAN, EUR, JPN","Dieback, UKMO, TEM",,,Billions 1982$,30.05,,,,,,Table 14-3,Change in net present value of new market surplus in timber markets for climate change cases relative to baseline.,2.0,Forestry,Adaptation,Net Present Value,DiscountedSum(),Economic,Need
10.2307/2845973,,"USA, CAN, EUR, JPN","Dieback, OSU, TEM",,,Billions 1982$,28.94,,,,,,Table 14-3,Change in net present value of new market surplus in timber markets for climate change cases relative to baseline.,2.0,Forestry,Adaptation,Net Present Value,DiscountedSum(),Economic,Need
10.2307/2845973,,"USA, CAN, EUR, JPN","Dieback, UKMO, CENTURY",,,Billions 1982$,18.87,,,,,,Table 14-3,Change in net present value of new market surplus in timber markets for climate change cases relative to baseline.,2.0,Forestry,Adaptation,Net Present Value,DiscountedSum(),Economic,Need
10.2307/2845973,,"USA, CAN, EUR, JPN","Dieback, OSU, CENTURY",,,Billions 1982$,14.23,,,,,,Table 14-3,Change in net present value of new market surplus in timber markets for climate change cases relative to baseline.,2.0,Forestry,Adaptation,Net Present Value,DiscountedSum(),Economic,Need
10.2307/2845973,,"USA, CAN, EUR, JPN","Dieback, UKMO, BIOME-BGC",,,Billions 1982$,9.35,,,,,,Table 14-3,Change in net present value of new market surplus in timber markets for climate change cases relative to baseline.,2.0,Forestry,Adaptation,Net Present Value,DiscountedSum(),Economic,Need
10.2307/2845973,,"USA, CAN, EUR, JPN","Dieback, OSU, BIOME-BGC",,,Billions 1982$,11.86,,,,,,Table 14-3,Change in net present value of new market surplus in timber markets for climate change cases relative to baseline.,2.0,Forestry,Adaptation,Net Present Value,DiscountedSum(),Economic,Need
10.2307/2845973,,"USA, CAN, EUR, JPN","Regeneration, UKMO, TEM",,,Billions 1982$,31.2,,,,,,Table 14-3,Change in net present value of new market surplus in timber markets for climate change cases relative to baseline.,2.0,Forestry,Adaptation,Net Present Value,DiscountedSum(),Economic,Need
10.2307/2845973,,"USA, CAN, EUR, JPN","Regeneration, OSU, TEM",,,Billions 1982$,31.93,,,,,,Table 14-3,Change in net present value of new market surplus in timber markets for climate change cases relative to baseline.,2.0,Forestry,Adaptation,Net Present Value,DiscountedSum(),Economic,Need
10.2307/2845973,,"USA, CAN, EUR, JPN","Regeneration, UKMO, CENTURY",,,Billions 1982$,20.47,,,,,,Table 14-3,Change in net present value of new market surplus in timber markets for climate change cases relative to baseline.,2.0,Forestry,Adaptation,Net Present Value,DiscountedSum(),Economic,Need
10.2307/2845973,,"USA, CAN, EUR, JPN","Regeneration, OSU, CENTURY",,,Billions 1982$,17.11,,,,,,Table 14-3,Change in net present value of new market surplus in timber markets for climate change cases relative to baseline.,2.0,Forestry,Adaptation,Net Present Value,DiscountedSum(),Economic,Need
10.2307/2845973,,"USA, CAN, EUR, JPN","Regeneration, UKMO, BIOME-BGC",,,Billions 1982$,10.37,,,,,,Table 14-3,Change in net present value of new market surplus in timber markets for climate change cases relative to baseline.,2.0,Forestry,Adaptation,Net Present Value,DiscountedSum(),Economic,Need
10.2307/2845973,,"USA, CAN, EUR, JPN","Regeneration, OSU, BIOME-BGC",,,Billions 1982$,15.06,,,,,,Table 14-3,Change in net present value of new market surplus in timber markets for climate change cases relative to baseline.,2.0,Forestry,Adaptation,Net Present Value,DiscountedSum(),Economic,Need
10.2307/2845973,,Global,Low Emission,,,%,-0.8,,,,,,Page 476,Global price changes from low emission climate scenario.,2.0,Forestry,Any,Price changes,AvoidedImpact,Economic,Need
10.2307/2845973,,Global,Midrange Emission,,,%,-3.0,,,,,,Page 476,Global price changes from midrange climate scenario.,2.0,Forestry,Any,Price changes,AvoidedImpact,Economic,Need
10.2307/2845973,,Global,Low Emission,,,%,1.5,,,,,,Page 476,Global harvest changes from low emission climate scenario.,2.0,Forestry,Any,Harvest changes,MonetaryBenefits,Economic,Need
10.2307/2845973,,Global,Midrange Emission,,,%,2.7,,,,,,Page 476,Global harvest changes from midrange climate scenario.,2.0,Forestry,Any,Harvest changes,MonetaryBenefits,Economic,Need
10.1371/journal.pone.0226275,,USA,Current,,,USD/sq km,43500.0,,,34000.0,,53000.0,Highlights,Residential damage reduction,1.0,Real Estate,Natural Habitat Preservation,Avoided Damage,MonetaryBenefits,Economic,Need
10.1371/journal.pone.0226275,,USA,2050 SLR,,,USD/sq km,72500.0,,,7000.0,,138000.0,Highlights,Residential damage reduction,1.0,Real Estate,Natural Habitat Preservation,Avoided Damage,MonetaryBenefits,Economic,Need
10.1371/journal.pone.0226275,,USA,2050 SLR,,,%,5.4,,,,,,Results,Total marsh area reduction,1.0,Real Estate,Natural Habitat Preservation,Marsh Reduction,AvoidedImpact,Economic,Need
10.1371/journal.pone.0226275,,USA,2050 SLR,,,%,38.0,,,,,,Results,Transitional salt marsh loss,1.0,Real Estate,Natural Habitat Preservation,Salt Marsh Loss,AvoidedImpact,Economic,Need
10.1371/journal.pone.0226275,,USA,2050 SLR,,,%,36.0,,,,,,Results,Irregularly flooded marsh loss,1.0,Real Estate,Natural Habitat Preservation,Flooded Marsh Loss,AvoidedImpact,Economic,Need
10.1371/journal.pone.0226275,,USA,Current,,,Million USD,9.83,,,,,,"Page 10, Table 4",Avoided damages from a 25-year storm under current conditions due to natural habitats.,1.0,Real Estate,Natural Habitat Preservation,AvoidedImpact,[USD],Monetary,Need
10.1371/journal.pone.0226275,,USA,Current,,,Million USD,13.08,,,,,,"Page 10, Table 4",Avoided damages from a 50-year storm under current conditions due to natural habitats.,1.0,Real Estate,Natural Habitat Preservation,AvoidedImpact,[USD],Monetary,Need
10.1371/journal.pone.0226275,,USA,Current,,,Million USD,8.34,,,,,,"Page 10, Table 4",Avoided damages from Hurricane Sandy under current conditions due to natural habitats.,1.0,Real Estate,Natural Habitat Preservation,AvoidedImpact,[USD],Monetary,Need
10.1371/journal.pone.0226275,,USA,2050 SLR,,,Million USD,1.54,,,,,,"Page 10, Table 4",Avoided damages from a 25-year storm under 2050 SLR scenario due to natural habitats.,1.0,Real Estate,Natural Habitat Preservation,AvoidedImpact,[USD],Monetary,Need
10.1371/journal.pone.0226275,,USA,2050 SLR,,,Million USD,19.93,,,,,,"Page 10, Table 4",Avoided damages from a 50-year storm under 2050 SLR scenario due to natural habitats.,1.0,Real Estate,Natural Habitat Preservation,AvoidedImpact,[USD],Monetary,Need
10.1371/journal.pone.0226275,,USA,2050 SLR,,,Million USD,32.09,,,,,,"Page 10, Table 4",Avoided damages from Hurricane Sandy under 2050 SLR scenario due to natural habitats.,1.0,Real Estate,Natural Habitat Preservation,AvoidedImpact,[USD],Monetary,Need
10.1007/s10584-023-03512-5,,Russia,,,,% of GRP,1.0,,,,,,More Notes,Maintaining infrastructure in Western Siberia could cost 1% of GRP.,2.0,Infrastructure,Adaptation,Cost,AdaptationCost,Monetary,Need
10.1007/s10584-023-03512-5,,Russia,,,,billion rubles,55.0,,,,,,Page 7,Cost to maintain and repair infrastructure due to melting permafrost.,2.0,Infrastructure,Repair/Maintenance,Cost,AdaptationCost,Monetary,Need
10.1007/s10584-023-03512-5,,Russia,,,,%,29.0,,,,,,Page 8,Reduction of hydrocarbon production due to permafrost degradation.,2.0,Hydrocarbons,,Damage Estimation,BaselineImpact,Economic,Need
10.1007/s10584-023-03512-5,,Russia,,,,trillion rubles,5.0,,,,,,Page 8,Damage from the degradation of permafrost by 2050.,2.0,Infrastructure,,Damage Estimation,BaselineImpact,Economic,Need
10.1007/s10584-023-03512-5,,Russia,,,,trillion rubles,9.0,,,,,,Page 8,Damage caused to buildings and infrastructure due to the melting permafrost by 2050.,2.0,Infrastructure,,Damage Estimation,BaselineImpact,Economic,Need
10.1007/s10584-023-03512-5,,Russia,SSP5-8.5,,,USD,105.0,,,,,,Page 8,"Total cost of infrastructure exposed to negative effects of permafrost melting, by middle of the 21st century. Units are billion USD.",2.0,Infrastructure,,Cost Estimation,BaselineImpact,Economic,Need
10.1007/s10584-023-03512-5,,Russia,SSP5-8.5,,,USD,301.1,,,,,,Page 8,Overall exposure of the assets may reach by the middle of the twenty-first century. Units are billion USD.,2.0,Infrastructure,,Cost Estimation,BaselineImpact,Economic,Need
10.1007/s10584-023-03512-5,,Russia,,,,billion rubles per year,422.68,,,,100%,864.81,Page 8,Costs of the road infrastructure network improvements in the period 2020–2050.,2.0,Road Infrastructure,Improvement,Cost Estimation,AdaptationCost,Economic,Need
10.1007/s10584-023-03512-5,,Russia,,,,USD,7.0,,0%,7.0,100%,14.4,Page 8,Total costs for maintenance of road infrastructure owing to permafrost degradation in Russia’s northern regions by 2050. Units are billion USD.,2.0,Road Infrastructure,Maintenance,Cost Estimation,AdaptationCost,Economic,Need
10.1007/s10584-023-03512-5,,Russia,,,,USD per year,0.5,,0%,0.5,100%,0.6,Page 8,Costs for replacement of residential infrastructure over 2020–2050. Units are billion USD.,2.0,Residential Infrastructure,Replacement,Cost Estimation,AdaptationCost,Economic,Need
10.1007/s10584-023-03512-5,,Russia,,,,billion rubles,148.0,,,,,,Page 8,Damage due to an accident at Thermal Power Station-3 in Norilsk.,2.0,Environment,Oil Spill Cleanup,Damage Estimation,BaselineImpact,Economic,Need
10.1007/s10584-023-03512-5,,Russia,,,,% of GRP,1.0,,,,,,Page 8,Financial burden for maintaining infrastructure units in Western Siberia.,2.0,Infrastructure,Maintenance,Cost Estimation,AdaptationCost,Economic,Need
10.5194/nhess-22-2567-2022,,UK,,,,GBP / yr,1400.0,,,,,,Page 4,Current flood damage. Includes property and other indirect costs. Pre-adaptation value. Reviewer 2 says this is GBP billion /yr.,2.0,All,Flood Management,Forecast Flood Damage,BaselineImpact,Economic,Need
10.5194/nhess-22-2567-2022,,UK,,,,GBP / yr,27000.0,,,,,,Page 4,Forecast flood damage by 2100. Includes property and other indirect costs. Pre-adaptation value. Reviewer 2 says this is GBP billion /yr.,2.0,All,Flood Management,Forecast Flood Damage,BaselineImpact,Economic,Need
10.2495/SAFE-V6-N2-141-149,,France,RCP 4.5,,,million EUR / yr,855.0,,,,,,Highlights,Total annual damages from flood and storm surge at current conditions.,3.0,Insurance,Any,Economic Costs,BaselineImpact,Monetary,Need
10.2495/SAFE-V6-N2-141-149,,France,RCP 4.5,,,million EUR / yr,1325.0,,,,,,Highlights,Total annual damages from flood and storm surge projected to rise to €1325M by 2050.,3.0,Insurance,Any,Economic Costs,BaselineImpact,Monetary,Need
10.2495/SAFE-V6-N2-141-149,,France,RCP 4.5,,,%,55.0,,,,,,Conclusions,"Increase from 855 to 1325, so a 55% increase in damages due to climate change + socioeconomics by 2050. The adaptation is only implied; this is the need.",3.0,Insurance,Adaptation,Avoided Losses,AvoidedImpact,Economic,Need
