DOI,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes,ExtractCount
10.15666/aeer/1605_69636976,CO2 Level,Eurasia,,2016.0,Observed value,Percentage difference,-0.0141,,,,,,p. 11,"The 0.014% difference between the observed value and realized value of the CO2 level would disappear within a period. In other words, the relevant imbalance can only disappear after 71 years if the conditions are maintained this way. This is based on the ECT value reported in Table 5. 2016 is the final year of the study.",2.0
10.15666/aeer/1605_69636976,CO2 Level,Turkey,,2016.0,Observed value,Percentage difference,-1.325,,,,,,p. 11,"The 1.325% difference between the observed value and the realized value of the CO2 level will disappear after a period. In other words, the CO2 level will be balanced every 9 months if the conditions in Turkey are maintained this way. This is based on the ECT value reported in Table 5. 2016 is the final year of the study.",2.0
10.15666/aeer/1605_69636976,CO2,Eurasia,Unspecified,2016.0,Unspecified,units of CO2,0.53,,,,,,9,Impact of 1 unit increase in share of agricultural fields within total area,2.0
10.15666/aeer/1605_69636976,CO2,Eurasia,Unspecified,2016.0,Unspecified,units of CO2,0.15,,,,,,9,Impact of 1 unit increase in agricultural added value,2.0
10.15666/aeer/1605_69636976,CO2,Eurasia,Unspecified,2016.0,Unspecified,units of CO2,0.06,,,,,,9,Impact of 1 unit increase in GDP per capita,2.0
10.15666/aeer/1605_69636976,CO2,Turkey,Unspecified,2016.0,Unspecified,units of CO2,0.07,,,,,,9,Impact of 1 unit increase in agricultural added value,2.0
10.1017/S1355770X21000012,Domestic Tourist Arrivals,Portugal,A1B,2030.0,No CC,EUR million,-17.03,,,,,,,,2.0
10.1017/S1355770X21000012,Domestic Tourist Arrivals,Portugal,A1B,2030.0,No CC,EUR million,-24.18,,,,,,,,2.0
10.1017/S1355770X21000012,Inbound Tourist Arrivals,Portugal,A1B,2030.0,No CC,EUR million,-18.26,,,,,,,,2.0
10.1017/S1355770X21000012,Inbound Tourist Arrivals,Portugal,A1B,2030.0,No CC,EUR million,-38.08,,,,,,,,2.0
10.1017/S1355770X21000012,Tourist Arrivals,Portugal,A1B,2050.0,2030,Fold Increase,-4.0,,,,,,,,2.0
10.1017/S1355770X21000012,Domestic Tourist Arrivals,Portugal,A1B,2030.0,No CC,percent,-2.0,,,,,,,,2.0
10.1017/S1355770X21000012,Domestic Tourist Arrivals,Portugal,A1B,2050.0,No CC,percent,-4.0,,,,,,,,2.0
10.1017/S1355770X21000012,Inbound Tourist Arrivals,Portugal,A1B,2030.0,No CC,percent,-0.5,,,,,,,,2.0
10.1017/S1355770X21000012,Inbound Tourist Arrivals,Portugal,A1B,2050.0,No CC,percent,-1.0,,,,,,,,2.0
10.1017/S1355770X21000012,Hotel Revenues,Portugal,A1B,2030.0,2016,percent,-0.59,,,,,,,,2.0
10.1017/S1355770X21000012,Hotel Revenues,Portugal,A1B,2030.0,2016,percent,-0.84,,,,,,,,2.0
10.1017/S1355770X21000012,Hotel Revenues,Portugal,A1B,2030.0,2016,percent,-0.63,,,,,,,,2.0
10.1017/S1355770X21000012,Hotel Revenues,Portugal,A1B,2030.0,2016,percent,-1.31,,,,,,,,2.0
10.1016/j.jebo.2024.03.025,GDP,China,ACI shock,2020.0,Baseline,%,-0.5,,,,,,Page 4,Impact in the third quarter following a one standard deviation shock to the ACI index.,3.0
10.1016/j.jebo.2024.03.025,GDP,China,ACI shock,2001.0,Pre-shock,%,-0.5,,,,,,25,GDP drops by 0.5% in the third quarter following a one standard deviation shock to ACI index.,3.0
10.1016/j.jebo.2024.03.025,GDP,China,ACI shock,2020.0,No CC,%,-0.5,,,,,,25,Drop in GDP in the third quarter following a one standard deviation shock to the ACI index.,3.0
10.1016/j.jebo.2024.03.025,GDP,China,Weather Shock,2020.0,No CC,percent,-0.6,,2.5%,-0.8,97.5%,-0.2,Figure 5,Impact after multiple quarters,3.0
10.1016/j.jebo.2024.03.025,GDP,China,SVAR,2020.0,No CC,percent,-0.6,,,,,,Page 34,The GDP response to a one standard deviation weather shock is approximately -0.6%.,3.0
10.1016/j.jebo.2024.03.025,GDP Variation,China,ACI shock,2020.0,Baseline,%,14.2,,,,,,Page 4,Variance decomposition indicates that ACI shocks account for this percentage of the variation in GDP in the long term.,3.0
10.1016/j.jebo.2024.03.025,GDP Fluctuations,China,ACI shock,2020.0,No CC,%,14.2,,,,,,25,Weather shocks account for this percentage of GDP fluctuations in the long run.,3.0
10.1016/j.jebo.2024.03.025,Variance in GDP,China,Variance Decomposition,2020.0,No CC,%,14.2,,,,,,4,ACI shocks account for this percentage of variation long term.,3.0
10.1016/j.jebo.2024.03.025,GDP,China,"ACI shock, no policy",2025.0,Initial level,%,-0.49,,,,,,13,"Drop in GDP after 20 quarters, 1 std dev weather shock, no policy response.",3.0
10.1016/j.jebo.2024.03.025,GDP,China,SVAR,2020.0,No CC,%,-0.49,,,,,,4,Long-term drop with no central bank reaction to weather shock.,3.0
10.1016/j.jebo.2024.03.025,GDP,China,Counterfactual,2025.0,Monetary Reaction,%,-0.49,,,,,,13,Drop in GDP after the 20th quarter following a one-standard-deviation weather shock.,3.0
10.1016/j.jebo.2024.03.025,GDP,China,ACI shock,2025.0,Initial level,%,-0.42,,,,,,13,"Drop in GDP after 20 quarters, 1 std dev weather shock.",3.0
10.1016/j.jebo.2024.03.025,GDP,China,SVAR,2020.0,No CC,%,-0.42,,,,,,4,Long-term drop with central bank reaction to weather shock.,3.0
10.1016/j.jebo.2024.03.025,GDP,China,SVAR,2025.0,Monetary Reaction,%,-0.42,,,,,,13,Drop in GDP after the 20th quarter following a one-standard-deviation weather shock.,3.0
10.1016/j.jebo.2024.03.025,Bank Loans to Assets Ratio,China,ACI,2020.0,No CC,percentage point,-0.232,,,,,,14,One-unit increase in ACI causes the bank loans to assets ratio to drop by 0.232 percentage points according to baseline specification.,3.0
10.1016/j.jebo.2024.03.025,Bank Loans to Assets Ratio,China,Time & Firm FE,2013.0,No CC,percentage point,-0.232,,,,,,14,One-unit increase in ACI; year is midpoint of sample,3.0
10.1016/j.jebo.2024.03.025,Loan/Asset Ratio,China,Regression,2020.0,No CC,-,-0.232,0.03,,,,,41,"Effect of Aggregate Climate Index (ACI) on Loan/Asset Ratio, excluding global financial crisis",3.0
10.1016/j.jebo.2024.03.025,Credit Access,China,SVAR,2020.0,No CC,Percentage Points,-0.273,0.029,,,,,47,"This is the effect of the Aggregate Climate Index (ACI) on the bank loans ratio to total assets for the average firm, lagged one quarter.",3.0
10.1016/j.jebo.2024.03.025,Loans,China,Panel regression,2020.0,No CC,Ratio,-0.264,0.039,,,,,50,Result refers to the impact of the 1960–1989 period on loan/asset ratio; using a one-quarter lag.,3.0
10.1016/j.jebo.2024.03.025,Loan/Asset Ratio,China,Aggregate Climate Index (ACI),2020.0,"No CC,",",",-0.264,0.039,,,,,Page 50,Relates to 1960–1989 specification of ACI,3.0
10.1016/j.jebo.2024.03.025,Loan/Asset Ratio,China,Regression,2020.0,No CC,-,-0.374,0.03,,,,,41,"Effect of Aggregate Climate Index (ACI) on Loan/Asset Ratio, excluding global financial crisis",3.0
10.1016/j.jebo.2024.03.025,Bank Loans to Assets Ratio,China,ACI Jump (HP Filtered),2020.0,No CC,percentage point,-0.374,,,,,,14,Jump event defined as HP filtered ACI exceeding mean by 1.65 times the standard deviation.,3.0
10.1016/j.jebo.2024.03.025,Bank Loans to Assets Ratio,China,Time & Firm FE,2013.0,No CC,percentage point,-0.374,,,,,,14,Jump event (HP filter); year is midpoint of sample,3.0
10.1016/j.jebo.2024.03.025,Bank Loans to Assets Ratio,China,ACI Jump (Original),2020.0,No CC,percentage point,-0.568,,,,,,14,Jump event defined as original ACI exceeding mean by 1.65 times the standard deviation.,3.0
10.1016/j.jebo.2024.03.025,Bank Loans to Assets Ratio,China,Time & Firm FE,2013.0,No CC,percentage point,-0.568,,,,,,14,Jump event (original ACI); year is midpoint of sample,3.0
10.1016/j.jebo.2024.03.025,Bank Loans/Assets Ratio,China,High vs. Low ACI,2020.0,No CC,-,-0.292,0.075,,,,,52,"Coefficient for ACI*ACI+ in Table 14, column 1. ACI+ is an indicator for ACI index above zero.",3.0
10.1016/j.jebo.2024.03.025,Bank Loans,China,High vs. Low ACI,2020.0,No CC,ratio to total assets,-0.292,0.075,,,,,51,"ACI*ACI+ interaction term, significant at the 1% level.",3.0
10.1016/j.jebo.2024.03.025,Bank Loans (to Assets Ratio),China,Panel Regression,2020.0,No CC,coefficient,-0.288,0.031,,,,,43,Impact of ACI on Loan/Asset ratio,3.0
10.1016/j.jebo.2024.03.025,Bank Loans Ratio,China,ACI*stress,2020.0,No CC,,-0.289,0.083,,,,,P. 43,Interaction of ACI and stress on loan/asset ratio,3.0
10.1016/j.jebo.2024.03.025,Value Added,China,High vs. Low ACI,2020.0,No CC,ln(VA),-0.024,0.004,,,,,52,"Coefficient for ACI*ACI+ in Table 14, column 2. ACI+ is an indicator for ACI index above zero. The dependent variable is log value-added.",3.0
10.1016/j.jebo.2024.03.025,Value Added,China,High vs. Low ACI,2020.0,No CC,ln(VA),-0.009,0.002,,,,,52,"Coefficient for ACI in Table 14, column 2. ACI+ is an indicator for ACI index above zero. The dependent variable is log value-added.",3.0
10.1016/j.jebo.2024.03.025,Bank Loans,China,Aggregate Climate Index (ACI),2020.0,No CC,Log,-0.015,0.005,,,,,52,"Dependent variable is log of bank loans reported on listed banks' balance sheets, one-quarter lag of ACI, significant at the 1% level.",3.0
10.1016/j.jebo.2024.03.025,Bank Loans,China,Time/Firm FE Regression,2020.0,No ACI shock,Log,-0.015,0.005,,,,,52,"Coefficient of ACI, Model 1. Dependent variable is log of bank loans reported on listed banks’ balance sheets; ACI is the climate risk index we construct; We use a one-quarter lag of ACI in the regression. ",3.0
10.1016/j.jebo.2024.03.025,CPI,China,Weather Shock,2020.0,No CC,percent,-0.1,,2.5%,-0.1,97.5%,0.2,Figure 5,Impact after multiple quarters,3.0
10.1016/j.jebo.2024.03.025,CPI,China,SVAR,2020.0,No CC,percent,-0.1,,,,,,Page 34,The CPI response to a one standard deviation weather shock is approximately -0.1%.,3.0
10.1016/j.jebo.2024.03.025,Interest Rates,China,Weather Shock,2020.0,No CC,percent,-0.15,,2.5%,-0.15,97.5%,0.05,Figure 5,Impact after multiple quarters; Note that outcome is listed as 'Rate' on the figure,3.0
10.1016/j.jebo.2024.03.025,Interest Rate,China,SVAR,2020.0,No CC,percent,-0.1,,,,,,Page 34,The interest rate response to a one standard deviation weather shock is approximately -0.1%.,3.0
10.1016/j.jebo.2024.03.025,Credit,China,Weather Shock,2020.0,No CC,percent,-0.4,,2.5%,-0.4,97.5%,0.0,Figure 5,Impact after multiple quarters,3.0
10.1016/j.jebo.2024.03.025,Credit,China,SVAR,2020.0,No CC,percent,-0.4,,,,,,Page 34,The credit response to a one standard deviation weather shock is approximately -0.4%.,3.0
10.1371/journal.pone.0248743,GDP Growth,Saudi Arabia,Historical Data 1990-2019,2019.0,No CC,Coefficient,-3.02,0.65,,,,,,11,3.0
10.1371/journal.pone.0248743,Economic Growth,Saudi Arabia,ARDL analysis,2019.0,No CC,coefficient,-3.02,0.65,,,,,,11,3.0
10.1371/journal.pone.0248743,GDP Growth,Saudi Arabia,Historical Data 1990-2019,2019.0,No CC,Coefficient,-1.5,0.58,,,,,,11,3.0
10.1371/journal.pone.0248743,Economic Growth,Saudi Arabia,ARDL analysis,2019.0,No CC,coefficient,-1.5,0.58,,,,,,11,3.0
10.1371/journal.pone.0248743,GDP Growth,Saudi Arabia,Historical Data 1990-2019,2019.0,No CC,Coefficient,4.15,1.71,,,,,,11,3.0
10.1371/journal.pone.0248743,Economic Growth,Saudi Arabia,ARDL analysis,2019.0,No CC,coefficient,4.15,1.71,,,,,,11,3.0
10.1371/journal.pone.0248743,GDP Growth,Saudi Arabia,Historical Data 1990-2019,2019.0,No CC,Coefficient,9.63,1.56,,,,,,11,3.0
10.1371/journal.pone.0248743,Economic Growth,Saudi Arabia,ARDL analysis,2019.0,No CC,coefficient,9.63,1.56,,,,,,11,3.0
10.1371/journal.pone.0248743,GDP Growth,Saudi Arabia,Historical Data 1990-2019,2019.0,No CC,Coefficient,1.44,0.34,,,,,,11,3.0
10.1371/journal.pone.0248743,Economic Growth,Saudi Arabia,ARDL analysis,2019.0,No CC,coefficient,1.44,0.34,,,,,,11,3.0
10.1371/journal.pone.0248743,GDP Growth,Saudi Arabia,Historical Data 1990-2019,2019.0,No CC,Coefficient,0.28,0.18,,,,,,11,3.0
10.1371/journal.pone.0248743,Economic Growth,Saudi Arabia,ARDL analysis,2019.0,No CC,coefficient,0.28,0.18,,,,,,11,3.0
10.1371/journal.pone.0248743,GDP Growth,Saudi Arabia,Historical Data (1990-2019),2019.0,Previous Period,coefficient,0.48,0.09,,,,,,13,3.0
10.1371/journal.pone.0248743,Inflation,Saudi Arabia,Historical Data (1990-2019),2019.0,Previous Period,coefficient,0.89,0.18,,,,,,13,3.0
10.1371/journal.pone.0248743,Inflation,Saudi Arabia,Historical Data (1990-2019),2019.0,Previous Period,coefficient,-0.3,0.2,,,,,,13,3.0
10.1371/journal.pone.0248743,Unemployment,Saudi Arabia,Historical Data (1990-2019),2019.0,Previous Period,coefficient,7.64,1.46,,,,,,13,3.0
10.1371/journal.pone.0248743,Rainfall,Saudi Arabia,Historical Data (1990-2019),2019.0,Previous Period,coefficient,-0.52,0.45,,,,,,13,3.0
10.1371/journal.pone.0248743,Rainfall,Saudi Arabia,Historical Data (1990-2019),2019.0,Previous Period,coefficient,3.28,0.54,,,,,,13,3.0
10.1371/journal.pone.0248743,Temperature,Saudi Arabia,Historical Data (1990-2019),2019.0,Previous Period,coefficient,3.0,0.75,,,,,,13,3.0
10.1371/journal.pone.0248743,Temperature,Saudi Arabia,Historical Data (1990-2019),2019.0,Previous Period,coefficient,-2.29,0.72,,,,,,13,3.0
10.1371/journal.pone.0248743,Carbon Emissions,Saudi Arabia,Historical Data (1990-2019),2019.0,Previous Period,coefficient,-0.25,0.33,,,,,,13,3.0
10.1371/journal.pone.0248743,Carbon Emissions,Saudi Arabia,Historical Data (1990-2019),2019.0,Previous Period,coefficient,1.84,0.35,,,,,,13,3.0
10.1371/journal.pone.0248743,Disequilibrium,Saudi Arabia,Historical Data (1990-2019),2019.0,Previous Period,coefficient,-1.79,0.15,,,,,,13,3.0
10.1111/sjoe.12524,Annual rainfall,India,Variations in monsoon rainfall,1967.0,,cm,116.62,67.0,,,,,Page 7,"Mean, District level data. Year given as midpoint of observed data (1967-2006)",2.0
10.1111/sjoe.12524,Monsoon rainfall,India,Variations in monsoon rainfall,1967.0,,cm,98.08,56.66,,,,,Page 7,"Mean, District level data. Year given as midpoint of observed data (1967-2006)",2.0
10.1111/sjoe.12524,Monsoon season rainfall SD,India,Variations in monsoon rainfall,1967.0,,SD,0.0,0.99,,,,,Page 7,Standardized. Year given as midpoint of observed data (1967-2006),2.0
10.1111/sjoe.12524,Local monsoon rainfall SD,India,Variations in monsoon rainfall,1967.0,,SD,0.0,0.59,,,,,Page 7,Standardized. Year given as midpoint of observed data (1967-2006),2.0
10.1111/sjoe.12524,Regional monsoon rainfall SD,India,Variations in monsoon rainfall,1967.0,,SD,0.0,0.79,,,,,Page 7,Standardized. Year given as midpoint of observed data (1967-2006),2.0
10.1111/sjoe.12524,Agricultural yield,India,Variations in monsoon rainfall,1967.0,,Log (ton per km2),4.69,0.69,,,,,Page 7,District level data. Year given as midpoint of observed data (1967-2006),2.0
10.1111/sjoe.12524,Agricultural wage,India,Variations in monsoon rainfall,1967.0,,Log (Rupees),2.44,1.15,,,,,Page 7,District level data. Year given as midpoint of observed data (1967-2006),2.0
10.1111/sjoe.12524,Price index,India,Variations in monsoon rainfall,1967.0,,Log (Rupees per ton),7.66,0.78,,,,,Page 7,District level data. Year given as midpoint of observed data (1967-2006),2.0
10.1111/sjoe.12524,Share of irrigated land,India,Variations in monsoon rainfall,1967.0,,Share,0.33,0.25,,,,,Page 7,District level data. Year given as midpoint of observed data (1967-2006),2.0
10.1111/sjoe.12524,Monsoon temperature,India,Variations in monsoon rainfall,1967.0,,Demeaned,0.0,0.46,,,,,Page 7,District level data. Year given as midpoint of observed data (1967-2006),2.0
10.1111/sjoe.12524,Agricultural Yield,India,Regional drought,1986.0,Normal rainfall,percent,-30.0,,,,,,33,"Yield falls by up to 30% after a regional drought, depending on the local extent of irrigation.",2.0
10.1111/sjoe.12524,Agricultural Yield,India,Local drought,1986.0,Normal rainfall,percent,-15.0,,,,,,33,"Yield falls by up to 15% after a local drought, depending on the local extent of irrigation.",2.0
10.1111/sjoe.12524,Wages,India,Regional drought,1986.0,Normal rainfall,percent,-7.0,,,,,,33,Wages fall by up to 7% with the peak decline occurring two years after the drought and lasting up to five years.,2.0
10.1111/sjoe.12524,Food Prices,India,Regional drought,1986.0,Normal rainfall,percent,5.0,,,,,,33,"Food prices immediately rise by up to 5 percent, and remain at elevated levels for up to two years.",2.0
10.1111/sjoe.12524,Agricultural yield,India,"Low irrig, local shock",1981.0,No CC,Standard deviations,-0.148,0.037,,,,,19,Baseline specification,2.0
10.1111/sjoe.12524,Agricultural yield,India,"Low irrig, regional shock",1981.0,No CC,Standard deviations,-0.317,0.041,,,,,19,Baseline specification,2.0
10.1111/sjoe.12524,Agricultural yield,India,"Med irrig, local shock",1981.0,No CC,Standard deviations,-0.118,0.029,,,,,19,Baseline specification,2.0
10.1111/sjoe.12524,Agricultural yield,India,"Med irrig, regional shock",1981.0,No CC,Standard deviations,-0.223,0.034,,,,,19,Baseline specification,2.0
10.1111/sjoe.12524,Agricultural yield,India,"High irrig, local shock",1981.0,No CC,Standard deviations,-0.073,0.029,,,,,19,Baseline specification,2.0
10.1111/sjoe.12524,Agricultural yield,India,"High irrig, regional shock",1981.0,No CC,Standard deviations,-0.079,0.042,,,,,19,Baseline specification,2.0
10.1007/978-3-031-15703-5_48,GDP,Africa,,2021.0,No Undernutrition,%,-2.0,,,,,,79,Lower bound of the range presented in the document. Year is based on the publication date of the referenced WFP report.,2.0
10.1007/978-3-031-15703-5_48,GDP,Africa (21 countries),,2021.0,,%,-2.0,,,,,,79,"Cost of Hunger in Africa series: Hunger and underrnutrition have cost countries between 2% and 17% of their GDP, likely estimated around 2021",2.0
10.1007/978-3-031-15703-5_48,GDP,Africa,,2021.0,No Undernutrition,%,-17.0,,,,,,79,Upper bound of the range presented in the document. Year is based on the publication date of the referenced WFP report.,2.0
10.1007/978-3-031-15703-5_48,GDP,Africa (21 countries),,2021.0,,%,-17.0,,,,,,79,"Cost of Hunger in Africa series: Hunger and underrnutrition have cost countries between 2% and 17% of their GDP, likely estimated around 2021",2.0
10.1007/978-3-031-15703-5_48,Undernourishment,Global,COVID-19 impact,2030.0,No COVID-19,Millions of people,69.0,,,,,,640,Difference between 909 million and 840 million,2.0
10.1007/978-3-031-15703-5_48,Undernourishment,Globally aggregated,COVID-19 pandemic,2030.0,No COVID-19,Millions of people,69.0,,,,,,636,Calculated as 909 million (with COVID-19 impact) - 840 million (without COVID-19 impact),2.0
10.1007/978-3-031-15703-5_48,Economic Costs,Global,Unspecified,2023.0,Unspecified,Trillion USD,1.0,,,,,,591,Includes impacts from unhealthy diets.,2.0
10.1007/978-3-031-15703-5_48,Economic costs,Global,Unspecified,2023.0,Unspecified,Trillion USD,1.0,,,0.2,,1.8,591,"Annual estimate, costs of unhealthy diets",2.0
10.1007/978-3-031-15703-5_48,Environmental costs,Global,Unspecified,2023.0,Unspecified,Trillion USD,7.0,,,4.0,,11.0,591,"Annual estimate, includes GHG emissions, land use change and air pollution",2.0
10.1007/978-3-031-15703-5_48,Env Costs,Global,Unspecified,2023.0,Unspecified,Trillion USD,3.0,,,,,,591,Environmental costs include GHG emissions due to climate change.,2.0
10.1007/978-3-031-15703-5_48,Life Costs,Global,Unspecified,2023.0,Unspecified,Trillion USD,20.0,,,,,,591,Includes impacts from unhealthy diets.,2.0
10.1007/978-3-031-15703-5_48,Costs to human life,Global,Unspecified,2023.0,Unspecified,Trillion USD,11.0,,,3.0,,39.0,591,"Annual estimate, costs of unhealthy diets",2.0
10.1007/978-3-031-15703-5_48,True cost of food,Global,Not Specified,2021.0,No CC,trillion USD,-19.8,,,,,,Page 907,"The text describes the true cost of food, including environmental, health, and economic externalities, vastly exceeding current global food consumption costs. The value includes external costs of 4–11 trillion USD for environmental factors and 3–39 trillion USD for health issues. Given that these figures are presented as a range and not related explicitly to climate change scenarios but general environmental and health factors, they may not precisely align as climate change-specific outcomes.",2.0
10.1007/978-3-031-15703-5_48,True cost of food,Global,Unspecified,2021.0,Food Consumption Costs,Trillion USD,19.8,,,,,,924,"Environmental, health and economic externalities, compared to food consumption costs of 9 Trillion USD, approximate year based on citation",2.0
10.1007/978-3-031-15703-5_48,GHG Emissions Cost,Global aggregate,Current system,2018.0,No CC,trillion USD,1.5,,,,,,587,Annual external costs,2.0
10.1007/978-3-031-15703-5_48,GHG Emissions,Global,Food System,2030.0,Current Emissions,%,-41.0,,,,,,896,Lower estimate of potential GHG emissions reduction from transformed food systems.,2.0
10.1007/978-3-031-15703-5_48,GHG Emissions,Global,Food System,2030.0,Current Emissions,%,-74.0,,,,,,896,Upper estimate of potential GHG emissions reduction from transformed food systems.,2.0
10.1007/s11027-011-9295-9,Loss of Gross State Product,US,Climate Change,2011.0,No CC,%,1.0,,,,,,,p. 15,2.0
10.3390/W12041136,Economic Growth,Kenya,2008-11 drought,2011.0,No drought,% per year,-2.8,,,,,,7,Loss of economic growth due to the 2008-2011 drought (annual loss for three years).,3.0
10.3390/W12041136,Economic Losses,Kenya,2008-11 drought,2011.0,No drought,US$ billions,-12.1,,,,,,7,"Identified the value of lost production, productive assets, basic services and living conditions from the Kenyan economy.",3.0
10.3390/W12041136,Economic Losses,Kenya,2008-11 drought,2011.0,No drought,Ksh billion,968.6,,,,,,7,"Value of lost production, productive assets, basic services and living conditions from the Kenyan economy.",3.0
10.1360/TB-2024-0439,Labor Productivity,China,Unspecified,2022.0,Historical baseline,%,-24.0,,,,,,2,Compared to a baseline period of 1986-2005.,3.0
10.1360/TB-2024-0439,Labor Productivity,China,High Emission,2022.0,Anthropogenic Climate Change,%,-30.9,,,,,,3,Attributed to anthropogenic climate change.,3.0
10.1360/TB-2024-0439,Labor Productivity,China,Human-induced,2024.0,No CC,%,-30.9,,,,,,3,Past 20 years avg.,3.0
10.1360/TB-2024-0439,Labor Productivity,China,Unspecified,2022.0,Historical baseline,%,-30.9,,,,,,7,Human-caused climate change contribution,3.0
10.1360/TB-2024-0439,Mortality,China,Human-induced,2024.0,No CC,%,-49.4,,,,,,3,Past 20 years avg.,3.0
10.1360/TB-2024-0439,Heatwave Mortality,China,Climate change,2022.0,No CC,%,-49.4,,,,,,3,Attributable to human-caused climate change.,3.0
10.1360/TB-2024-0439,Sea Level Population,China,High Emission,2050.0,No CC,%,7.7,,,,,,3,Proportion of coastal province population affected.,3.0
10.1360/TB-2024-0439,Sea Level Population,China,High Emission,2100.0,No CC,%,12.9,,,,,,3,Proportion of coastal province population affected.,3.0
10.1360/TB-2024-0439,Drought Population,China,Human-induced,2024.0,No CC,%,-98.8,,,,,,3,Past 20 years avg.,3.0
10.1371/journal.pone.0291577,Food Expenditure,USA,RF,2050.0,,%,0.31,,,,,,11,Share of GDP,1.0
10.1371/journal.pone.0291577,Food Expenditure,USA,ID,2050.0,RF,%,-0.01,,,,,,11,Share of GDP. ID is Import Dependency,1.0
10.1371/journal.pone.0291577,Food Expenditure,USA,CC,2050.0,RF,%,0.03,,,,,,11,Share of GDP. CC is Climate Change,1.0
10.1371/journal.pone.0291577,Food Expenditure,USA,IC,2050.0,RF,%,0.02,,,,,,11,Share of GDP. IC is Import Dependency under Climate Change,1.0
10.1371/journal.pone.0291577,Food Expenditures,Middle East,RF,2050.0,,% of GDP,0.82,,,,,,12,Baseline,1.0
10.1371/journal.pone.0291577,Food Expenditures,Middle East,ID,2050.0,RF,% of GDP,0.85,,,,,,12,Trade restrictions only.,1.0
